User_Id,Email,Password,First_Name,Last_Name,Street_Address,City,State,Zipcode,Phone,Role
487,jcollins@weu.edu,password,John,Collins,7107 NEY ST,Livingston,NJ,7039,372-555-3754,student
488,srussell@weu.edu,password,Shmule,Russell,28-87 BAKER CT,none,no,0,757-555-8404,student
489,mmorgan@weu.edu,password,Marie,Morgan,2155 D ST,Anchorage,AK,99501,484-555-9897,student
490,lbaker@weu.edu,password,Lincoln,Baker,22-43 DARIEN WAY,Altavista,VA,24517,283-555-9036,student
491,lbrown@weu.edu,password,Lisa,Brown,8447 44TH AVE,Santa_Fe,NM,87500,221-555-6235,student
492,jdavis@weu.edu,password,Janet,Davis,592 INNES CT,Montpelier,ID,83254,698-555-6930,student
493,panderson@weu.edu,password,Peter,Anderson,13-43 VINE TER,Hartford,CT,6101,166-555-3719,student
494,awashington@weu.edu,password,Avi,Washington,68-72 BRUSH PL,Kansas_City,KS,50301,374-555-4607,student
495,athompson@weu.edu,password,Ashok,Thompson,41-25 CHATHAM PL,Chicago,IL,60002,419-555-9694,student
496,egray@weu.edu,password,Ethan,Gray,5958 SPEAR ST,Pensacola,FL,32501,358-555-3374,student
497,bsimmons@weu.edu,password,Brian,Simmons,68-81 BUENA VISTA AVE EAST,Bellevue,WA,98004,416-555-6710,student
498,scook@weu.edu,password,Samantha,Cook,7021 SILVERVIEW DR,Pinedale,WY,82941,671-555-6162,student
499,acook@weu.edu,password,Ashley,Cook,11-104 DELLBROOK AVE,St._Louis,MO,63101,214-555-5954,student
500,smurphy@weu.edu,password,Scott,Murphy,48-11 LARCH ST,Huntsville,AL,35801,527-555-3404,student
501,mbrooks@weu.edu,password,Makenzie,Brooks,49-26 TINGLEY ST,Hartford,CT,6101,219-555-3688,student
502,gking@weu.edu,password,Grace,King,103-51 WOODLAND AVE,none,no,0,154-555-4441,student
503,dhernandez@weu.edu,password,Doris,Hernandez,5384 HOFFMAN ST,Pensacola,FL,32501,313-555-2905,student
504,jroberts@weu.edu,password,Jennifer,Roberts,5529 ERVINE ST,Boston,MA,2101,151-555-7702,student
505,hcooper@weu.edu,password,Harold,Cooper,2919 GIRARD ST,Laurel,MT,59044,267-555-6254,student
506,jpatterson@weu.edu,password,James,Patterson,5352 DANTON ST,Killington,VT,5751,328-555-6675,student
507,dgonzalez@weu.edu,password,Daniel,Gonzalez,6019 GIBSON RD,Atlanta,GA,30301,330-555-2336,student
508,shernandez@weu.edu,password,Sharon,Hernandez,352 WATTSON PL,New_Orleans,LA,70112,700-555-4172,student
509,rgonzalez@weu.edu,password,Richard,Gonzalez,3622 BUTTE PL,Honolulu,HI,96801,195-555-6908,student
510,ocarter@weu.edu,password,Olivia,Carter,22-19 PHELPS ST,Coldwater,MI,49036,308-555-3742,student
511,jcarter@weu.edu,password,Jane,Carter,8079 CLEO RAND AVE,New_Orleans,LA,70112,567-555-8417,student
512,tperry@weu.edu,password,Timothy,Perry,3700 SOUTHWOOD DR,Dover,DE,19901,476-555-3095,student
513,jperez@weu.edu,password,Jessica,Perez,4690 04TH AVE,Gaylord,MI,49036,181-555-8920,student
514,lross@weu.edu,password,Laura,Ross,3280 SAMPSON AVE,Santa_Fe,NM,87500,270-555-3063,student
515,jross@weu.edu,password,Johnny,Ross,1607 UTAH ST,Miami,FL,33124,347-555-7633,student
516,tmiller@weu.edu,password,Terry,Miller,7664 I-280 TO HWY 101 RAMP,Nashville,TN,37201,546-555-2251,student
517,hmorris@weu.edu,password,Henry,Morris,6411 BACON ST,Hastings,NE,68901,550-555-9868,student
518,dgriffin@weu.edu,password,David,Griffin,24-75 PLEASANT ST,Nashville,TN,37201,553-555-5096,student
519,lbutler@weu.edu,password,Linda,Butler,15-24 11TH TI ST,Portland,OR,97201,573-555-5097,student
520,mross@weu.edu,password,Mark,Ross,2580 JUNIPERO SERRA BLVD ON RAMP,none,no,0,776-555-7013,student
521,aharris@weu.edu,password,Arthur,Harris,847 CROAKER CT,Los_Angeles,CA,90001,251-555-6896,student
522,randerson@weu.edu,password,Ralph,Anderson,8580 WALDO ALY,Freeport,ME,4032,192-555-8532,student
523,mharris@weu.edu,password,Marie,Harris,311 PACHECO ST,Gaylord,MI,49036,298-555-6084,student
524,rmorris@weu.edu,password,Richard,Morris,34-99 DECATUR ST,Sacramento,CA,94203,167-555-3657,student
525,lthompson@weu.edu,password,Laura,Thompson,1820 SHARP PL,Logan,UT,84321,294-555-8603,student
526,npowell@weu.edu,password,Noah,Powell,3824 RAYBURN ST,Denver,CO,80201,584-555-5613,student
527,bbryant@weu.edu,password,Brandon,Bryant,6901 KIRKHAM ST,Austin,TX,78701,244-555-3684,student
528,rwilson@weu.edu,password,Ramona,Wilson,109-71 SHIP ST,Anchorage,AK,99501,775-555-5257,student
529,jmartin@weu.edu,password,Jeremy,Martin,108-98 GARDEN WAY,Kansas_City,KS,50301,110-555-7580,student
530,rcook@weu.edu,password,Roger,Cook,88-42 MASSASOIT ST,"6,270,162,709",IN,62701,126-555-8058,student
531,orichardson@weu.edu,password,Olivia,Richardson,67-65 BEAVER ST,Beverly_Hills,CA,90209,134-555-8371,student
532,jbrooks@weu.edu,password,Jack,Brooks,9005 TOWNSEND ST,Reno,NV,89501,601-555-7229,student
533,ssanchez@weu.edu,password,Sean,Sanchez,8484 LANSDALE AVE,Lakes,MN,49734,708-555-8910,student
534,redwards@weu.edu,password,Raymond,Edwards,12-44 GLENBROOK AVE,Duluth,MN,55801,730-555-7687,student
535,drussell@weu.edu,password,Doris,Russell,18-42 DAVIS ST,Altavista,VA,24517,322-555-9162,student
536,rrogers@weu.edu,password,Rose,Rogers,73-99 MONTALVO AVE,Wichita,KS,67201,506-555-5155,student
537,fmurphy@weu.edu,password,Frank,Murphy,2641 PASADENA ST,Davenport,IA,0,634-555-7275,student
538,tmitchell@weu.edu,password,Terry,Mitchell,80-18 GENEBERN WAY,Montpelier,ID,83254,194-555-4532,student
539,awilliams@weu.edu,password,Amun,Williams,21-89 I-80 W OFF RAMP,Chicago,IL,60601,726-555-9918,student
540,aedwards@weu.edu,password,Alexander,Edwards,1907 ANZA ST,Anchorage,AK,99501,519-555-3110,student
541,rwilliams@weu.edu,password,Rose,Williams,901 BARNEVELD AVE,Denver,CO,80201,779-555-9501,student
542,twalker@weu.edu,password,Titi,Walker,41-108 DICHA ALY,Sacramento,CA,94203,453-555-3699,student
543,csanders@weu.edu,password,Carl,Sanders,45-37 MISSION ROCK ST,Coldwater,MI,49036,721-555-8078,student
544,wmartinez@weu.edu,password,Willie,Martinez,8511 JESSIE WEST ST,Beaver,WV,25813,776-555-5244,student
545,rhall@weu.edu,password,Robert,Hall,82-48 MORRELL ST,Dover,DE,19901,233-555-7517,student
546,cphillips@weu.edu,password,Charles,Phillips,1818 SOUTH DR,Camden,SC,29020,275-555-7625,student
547,hprice@weu.edu,password,Hannah,Price,89-46 TOLAND ST,New_Orleans,LA,70112,449-555-9097,student
548,bhenderson@weu.edu,password,Betty,Henderson,2353 APOLLO ST,Atlanta,GA,30301,353-555-6234,student
549,nhernandez@weu.edu,password,Narish,Hernandez,72-38 MARGRAVE PL,Duluth,MN,55801,749-555-6513,student
550,cscott@weu.edu,password,Christina,Scott,17-78 RODGERS ST,Pensacola,FL,32501,251-555-5526,student
551,pyoung@weu.edu,password,Presanna,Young,7264 BERNICE RODGERS WAY,"2,000,120,020",DC,20001,114-555-9467,student
552,sgonzalez@weu.edu,password,Stephen,Gonzalez,43-91 SELBY ST,Wichita,KS,67201,463-555-6279,student
553,klee@weu.edu,password,Kenneth,Lee,26-96 SOUTH PARK,Lakes,MN,49734,469-555-2667,student
554,lthompson@weu.edu,password,Lauren,Thompson,2489 LISBON ST,Bellevue,WA,98004,252-555-6434,student
555,dbailey@weu.edu,password,Deepa,Bailey,8675 SEVERN ST,Baltimore,MD,21201,155-555-7633,student
556,jsanders@weu.edu,password,Judith,Sanders,79-84 46TH AVE,Pensacola,FL,32501,246-555-2696,student
557,clong@weu.edu,password,Carolyn,Long,2907 HWY 101 TO I-80 RAMP,Wichita,KS,67201,507-555-2365,student
558,jsimmons@weu.edu,password,Jack,Simmons,4329 AVOCET WAY,Anchorage,AK,99501,127-555-2101,student
559,xwatson@weu.edu,password,Xingwu,Watson,9523 BLYTHDALE AVE,"2,000,120,020",DC,20001,536-555-6688,student
560,hfoster@weu.edu,password,Hunter,Foster,96-78 BATTERY SAFFORD RD,Chicago,IL,60002,262-555-3507,student
561,jmurphy@weu.edu,password,Jane,Murphy,64-42 19TH ST,Milwaukee,WI,53201,613-555-3763,student
562,pflores@weu.edu,password,Patricia,Flores,86-46 RIDGEWOOD AVE,Cleveland,OH,44101,489-555-3619,student
563,mparker@weu.edu,password,Morgan,Parker,84-64 MIDDLE WEST DR,Bellevue,WA,98004,320-555-6381,student
564,rwright@weu.edu,password,Randy,Wright,2134 POINT LOBOS AVE,Oxford,NC,27565,313-555-9685,student
565,arussell@weu.edu,password,Ashley,Russell,21-87 LOBOS ST,Walhalla,ND,58282,144-555-3728,student
566,abrooks@weu.edu,password,Andrew,Brooks,3141 JOHN F SHELLEY DR,Denver,CO,80201,503-555-2836,student
567,zbailey@weu.edu,password,Zachary,Bailey,19-94 GARLINGTON CT,Little_Rock,AR,72201,425-555-8057,student
568,kjones@weu.edu,password,Katherine,Jones,4276 PATTON ST,Anchorage,AK,99501,439-555-2045,student
569,dbennett@weu.edu,password,Debra,Bennett,52-80 EL SERENO CT,Orlando,FL,32801,224-555-3712,student
570,fross@weu.edu,password,Frank,Ross,35-81 KEARNY ST,Sacramento,CA,94203,482-555-7229,student
571,cgonzales@weu.edu,password,Christian,Gonzales,99-95 CHARLES ST,Camden,SC,29020,302-555-7726,student
572,dprice@weu.edu,password,Diane,Price,44-52 LOMITA AVE,Gaylord,MI,49036,415-555-6295,student
573,jharris@weu.edu,password,Joseph,Harris,5748 LAGUNA HONDA BLVD,Boston,MA,2101,330-555-8937,student
574,kwilson@weu.edu,password,Kathleen,Wilson,2332 HEALY AVE,Pinedale,WY,82941,356-555-9640,student
575,aturner@weu.edu,password,Adam,Turner,55-17 MISSION BAY BLVD NORTH,Dover,DE,19901,559-555-9488,student
576,jjackson@weu.edu,password,Jacob,Jackson,4895 TURNER TER,Killington,VT,5751,352-555-8989,student
577,sjohnson@weu.edu,password,Scott,Johnson,8746 INA CT,Laurel,MT,59044,208-555-5115,student
578,ebaker@weu.edu,password,Emma,Baker,266 37TH AVE,Milwaukee,WI,53201,719-555-9046,student
579,dcollins@weu.edu,password,Diane,Collins,16-106 WOOL ST,Biloxi,MS,39530,215-555-4704,student
580,jreed@weu.edu,password,Joshua,Reed,79-71 RILEY AVE,Tulsa,OK,74101,625-555-9896,student
581,jlee@weu.edu,password,Joshua,Lee,107-37 FORT MASON 15,Altavista,VA,24517,202-555-5598,student
582,aperez@weu.edu,password,Alexis,Perez,5868 CLIFFORD TER,Aberdeen,SD,57402,781-555-6009,student
583,jthompson@weu.edu,password,Justin,Thompson,25-80 22ND AVE,"6,270,162,709",IN,62701,433-555-2804,student
584,tthomas@weu.edu,password,Terry,Thomas,38-95 HODGES ALY,New_Orleans,LA,70112,214-555-8465,student
585,drichardson@weu.edu,password,Deborah,Richardson,6786 LUNADO CT,Sacramento,CA,94203,765-555-9311,student
586,pyoung@weu.edu,password,Peter,Young,3508 PEMBERTON PL,Livingston,NJ,7039,751-555-4268,student
587,msanchez@weu.edu,password,Mary,Sanchez,925 SANSOME ST,Lakes,MN,49734,633-555-8908,student
588,grodriguez@weu.edu,password,Gerald,Rodriguez,445 GIBBON LN,Beaver,WV,25813,187-555-9596,student
589,csanchez@weu.edu,password,Caitlin,Sanchez,7876 WARE ST,Beaver,WV,25813,679-555-8065,student
590,sperry@weu.edu,password,Stephanie,Perry,46-30 LANDERS ST,Des_Moines,IA,52801,327-555-8497,student
591,sturner@weu.edu,password,Sophia,Turner,1584 SANDPIPER COVE WAY,Montpelier,ID,83254,633-555-9004,student
592,rjones@weu.edu,password,Robert,Jones,46-72 ALADDIN TER,Newport,RI,2841,201-555-9919,student
593,kbarnes@weu.edu,password,Kelly,Barnes,5876 SAN LUIS AVE,Reno,NV,89501,624-555-5960,student
594,jcooper@weu.edu,password,Johnny,Cooper,88-100 ICEHOUSE ALY,Aberdeen,SD,57402,459-555-6843,student
595,sscott@weu.edu,password,Samuel,Scott,6399 AVENUE H,Dover,DE,19901,406-555-3850,student
596,sharris@weu.edu,password,Sarah,Harris,9133 JACK LONDON ALY,Laurel,MT,59044,750-555-9522,student
597,sclark@weu.edu,password,Sasha,Clark,5532 HWY 101 NORTHBOUND,Pinedale,WY,82941,103-555-3244,student
598,kmorgan@weu.edu,password,Kimberly,Morgan,8570 NAVY RD,St._Louis,MO,63101,594-555-4068,student
599,rlewis@weu.edu,password,Robert,Lewis,2914 ROBERT KIRK LN,IL,Sp,60601,346-555-2337,student
600,tlee@weu.edu,password,Terry,Lee,100-87 ERKSON CT,Killington,VT,5751,796-555-3755,student
601,mwatson@weu.edu,password,Morgan,Watson,6122 CONSTANSO WAY,none,no,0,621-555-7686,student
602,xpeterson@weu.edu,password,Xingwu,Peterson,90-51 SHIELDS ST,Huntsville,AL,35801,342-555-2436,student
603,rwalker@weu.edu,password,Raquila,Walker,86-19 LAWTON ST,"2,000,120,020",DC,20001,772-555-8993,student
604,rperry@weu.edu,password,Raymond,Perry,3926 TAYLOR RD,"6,270,162,709",IN,62701,333-555-6200,student
605,mcook@weu.edu,password,Michael,Cook,7222 DE MONTFORT AVE,Baltimore,MD,21201,628-555-7692,student
606,lward@weu.edu,password,Laura,Ward,48-12 ORTEGA WAY,Hazard,KY,41701,341-555-5027,student
607,nhoward@weu.edu,password,Nicole,Howard,63 BAYVIEW PARK RD,Nashville,TN,37201,678-555-4566,student
608,rcollins@weu.edu,password,Roy,Collins,38-62 WENTWORTH PL,Biloxi,MS,39530,440-555-9192,student
609,lross@weu.edu,password,Linda,Ross,8788 VENUS ST,Montpelier,ID,83254,698-555-4918,student
610,agarcia@weu.edu,password,Aaron,Garcia,95-37 BEAVER ST,New_York,NY,10001,246-555-5535,student
611,ahill@weu.edu,password,Ann,Hill,4462 CAMPTON PL,Sacramento,CA,94203,341-555-7185,student
612,srussell@weu.edu,password,Susan,Russell,74-66 WHITING WAY,New_Orleans,LA,70112,543-555-6946,student
613,ccook@weu.edu,password,Catherine,Cook,4152 ALERT ALY,Tulsa,OK,74101,104-555-6881,student
614,kgreen@weu.edu,password,Kenneth,Green,9053 MANCHESTER ST,Davenport,IA,0,611-555-7498,student
615,jbrown@weu.edu,password,Jordan,Brown,65-109 FORT MASON 18,Coldwater,MI,49036,694-555-2973,student
616,gfoster@weu.edu,password,Giovanni,Foster,8090 ENTERPRISE ST,Des_Moines,IA,52801,722-555-3472,student
617,rwright@weu.edu,password,Raymond,Wright,1349 FANNING WAY,Ashland,NH,3217,251-555-8987,student
618,tjenkins@weu.edu,password,Terry,Jenkins,8357 WARRIORS WAY,Logan,UT,84321,515-555-9310,student
619,dcarter@weu.edu,password,Diane,Carter,6629 WESTERN SHORE LN,Wichita,KS,67201,765-555-5585,student
620,nbrown@weu.edu,password,Nathan,Brown,107-50 ARMSTRONG AVE,Cleveland,OH,44101,497-555-6284,student
621,bedwards@weu.edu,password,Brandon,Edwards,7747 BURLWOOD DR,"2,000,120,020",DC,20001,347-555-3420,student
622,hhenderson@weu.edu,password,Harold,Henderson,1216 CRANE ST,Phoenix,AZ,85001,515-555-9959,student
623,dscott@weu.edu,password,Debra,Scott,1455 MISSION BAY DR,Lakes,MN,49734,784-555-5546,student
624,jmorgan@weu.edu,password,Jerry,Morgan,7503 PENA ST,Lakes,MN,49734,790-555-6445,student
625,aphillips@weu.edu,password,Amun,Phillips,6242 ORIZABA AVE,Little_Rock,AR,72201,239-555-9590,student
626,alopez@weu.edu,password,Alexander,Lopez,4135 STONECREST DR,Hastings,NE,68901,685-555-5894,student
627,jjenkins@weu.edu,password,Jennifer,Jenkins,6321 MARSILY ST,none,no,0,434-555-8245,student
628,jross@weu.edu,password,Jeremy,Ross,91-76 AMHERST ST,Wichita,KS,67201,565-555-3032,student
629,kkelly@weu.edu,password,Kelly,Kelly,38-71 AGNON AVE,Nashville,TN,37201,725-555-3969,student
630,esmith@weu.edu,password,Ethan,Smith,8901 BANKS ST,Beaver,WV,25813,765-555-4217,student
631,janderson@weu.edu,password,Janice,Anderson,4496 CALGARY ST,Pinedale,WY,82941,708-555-4582,student
632,dbailey@weu.edu,password,Donald,Bailey,7598 CONSERVATORY DR EAST,Honolulu,HI,96801,656-555-7356,student
633,mhenderson@weu.edu,password,Michael,Henderson,3419 CROAKER CT,Hartford,CT,6101,337-555-6916,student
634,ajohnson@weu.edu,password,Amy,Johnson,340 FAXON AVE,Walhalla,ND,58282,316-555-9458,student
635,ktaylor@weu.edu,password,Kenneth,Taylor,6511 SIMONDS LOOP,Tulsa,OK,74101,329-555-5500,student
636,sward@weu.edu,password,Sharon,Ward,8553 ARBOL LN,Nashville,TN,37201,348-555-4786,student
637,cmorgan@weu.edu,password,Calogero,Morgan,56-39 VICKSBURG ST,Beaver,WV,25813,329-555-9343,student
638,rramirez@weu.edu,password,Ronald,Ramirez,35-72 CADELL PL,Coldwater,MI,49036,407-555-3801,student
639,jphillips@weu.edu,password,Joan,Phillips,84-73 STATES ST,Orlando,FL,32801,519-555-9549,student
640,drivera@weu.edu,password,Donna,Rivera,45-41 BLAIR TER,Camden,SC,29020,674-555-2008,student
641,kmitchell@weu.edu,password,Kelly,Mitchell,52-53 EDINBURGH ST,New_York,NY,10001,237-555-8867,student
642,rjackson@weu.edu,password,Robert,Jackson,2593 SADOWA ST,Dover,DE,19901,133-555-7874,student
643,jgonzales@weu.edu,password,Jeffrey,Gonzales,38-74 RADIO TER,Boston,MA,2101,327-555-3829,student
644,sturner@weu.edu,password,Shlomo,Turner,7547 WASHINGTON BLVD,Miami,FL,33124,543-555-7043,student
645,bking@weu.edu,password,Blessent,King,9066 LOPEZ AVE,Denver,CO,80201,568-555-2072,student
646,gsmith@weu.edu,password,Gregory,Smith,51-77 YERBA BUENA LN,Nashville,TN,37201,440-555-5661,student
647,cbutler@weu.edu,password,Carol,Butler,92-11 SHOUP AVE,none,no,0,608-555-4602,student
648,srussell@weu.edu,password,Susan,Russell,74-66 WHITING WAY,New_Orleans,LA,70112,543-555-6946,student
649,ccook@weu.edu,password,Catherine,Cook,4152 ALERT ALY,Tulsa,OK,74101,104-555-6881,student
650,kgreen@weu.edu,password,Kenneth,Green,9053 MANCHESTER ST,Davenport,IA,0,611-555-7498,student
651,jbrown@weu.edu,password,Jordan,Brown,65-109 FORT MASON 18,Coldwater,MI,49036,694-555-2973,student
652,gfoster@weu.edu,password,Giovanni,Foster,8090 ENTERPRISE ST,Des_Moines,IA,52801,722-555-3472,student
653,rwright@weu.edu,password,Raymond,Wright,1349 FANNING WAY,Ashland,NH,3217,251-555-8987,student
654,tjenkins@weu.edu,password,Terry,Jenkins,8357 WARRIORS WAY,Logan,UT,84321,515-555-9310,student
655,dcarter@weu.edu,password,Diane,Carter,6629 WESTERN SHORE LN,Wichita,KS,67201,765-555-5585,student
656,nbrown@weu.edu,password,Nathan,Brown,107-50 ARMSTRONG AVE,Cleveland,OH,44101,497-555-6284,student
657,bedwards@weu.edu,password,Brandon,Edwards,7747 BURLWOOD DR,"2,000,120,020",DC,20001,347-555-3420,student
658,hhenderson@weu.edu,password,Harold,Henderson,1216 CRANE ST,Phoenix,AZ,85001,515-555-9959,student
659,dscott@weu.edu,password,Debra,Scott,1455 MISSION BAY DR,Lakes,MN,49734,784-555-5546,student
660,jmorgan@weu.edu,password,Jerry,Morgan,7503 PENA ST,Lakes,MN,49734,790-555-6445,student
661,aphillips@weu.edu,password,Amun,Phillips,6242 ORIZABA AVE,Little_Rock,AR,72201,239-555-9590,student
662,alopez@weu.edu,password,Alexander,Lopez,4135 STONECREST DR,Hastings,NE,68901,685-555-5894,student
663,jjenkins@weu.edu,password,Jennifer,Jenkins,6321 MARSILY ST,none,no,0,434-555-8245,student
664,jross@weu.edu,password,Jeremy,Ross,91-76 AMHERST ST,Wichita,KS,67201,565-555-3032,student
665,kkelly@weu.edu,password,Kelly,Kelly,38-71 AGNON AVE,Nashville,TN,37201,725-555-3969,student
666,esmith@weu.edu,password,Ethan,Smith,8901 BANKS ST,Beaver,WV,25813,765-555-4217,student
667,janderson@weu.edu,password,Janice,Anderson,4496 CALGARY ST,Pinedale,WY,82941,708-555-4582,student
668,dbailey@weu.edu,password,Donald,Bailey,7598 CONSERVATORY DR EAST,Honolulu,HI,96801,656-555-7356,student
669,mhenderson@weu.edu,password,Michael,Henderson,3419 CROAKER CT,Hartford,CT,6101,337-555-6916,student
670,ajohnson@weu.edu,password,Amy,Johnson,340 FAXON AVE,Walhalla,ND,58282,316-555-9458,student
671,ktaylor@weu.edu,password,Kenneth,Taylor,6511 SIMONDS LOOP,Tulsa,OK,74101,329-555-5500,student
672,sward@weu.edu,password,Sharon,Ward,8553 ARBOL LN,Nashville,TN,37201,348-555-4786,student
673,cmorgan@weu.edu,password,Calogero,Morgan,56-39 VICKSBURG ST,Beaver,WV,25813,329-555-9343,student
674,rramirez@weu.edu,password,Ronald,Ramirez,35-72 CADELL PL,Coldwater,MI,49036,407-555-3801,student
675,jphillips@weu.edu,password,Joan,Phillips,84-73 STATES ST,Orlando,FL,32801,519-555-9549,student
676,drivera@weu.edu,password,Donna,Rivera,45-41 BLAIR TER,Camden,SC,29020,674-555-2008,student
677,kmitchell@weu.edu,password,Kelly,Mitchell,52-53 EDINBURGH ST,New_York,NY,10001,237-555-8867,student
678,rjackson@weu.edu,password,Robert,Jackson,2593 SADOWA ST,Dover,DE,19901,133-555-7874,student
679,jgonzales@weu.edu,password,Jeffrey,Gonzales,38-74 RADIO TER,Boston,MA,2101,327-555-3829,student
680,sturner@weu.edu,password,Shlomo,Turner,7547 WASHINGTON BLVD,Miami,FL,33124,543-555-7043,student
681,bking@weu.edu,password,Blessent,King,9066 LOPEZ AVE,Denver,CO,80201,568-555-2072,student
682,gsmith@weu.edu,password,Gregory,Smith,51-77 YERBA BUENA LN,Nashville,TN,37201,440-555-5661,student
683,cbutler@weu.edu,password,Carol,Butler,92-11 SHOUP AVE,none,no,0,608-555-4602,student
684,jjones@weu.edu,password,Jason,Jones,23-81 THORNE WAY,Cleveland,OH,44101,200-555-3684,student
685,nross@weu.edu,password,Nicholas,Ross,7497 MIRAMAR AVE,Oxford,NC,27565,426-555-7707,student
686,pgreen@weu.edu,password,Philip,Green,106-23 MERRIAM LN,Aberdeen,SD,57402,548-555-5562,student
687,swood@weu.edu,password,Sharon,Wood,17-108 HOUSTON ST,Camden,SC,29020,777-555-5502,student
688,tjenkins@weu.edu,password,Terry,Jenkins,8357 WARRIORS WAY,Logan,UT,84321,515-555-9310,student
689,dcarter@weu.edu,password,Diane,Carter,6629 WESTERN SHORE LN,Wichita,KS,67201,765-555-5585,student
690,nbrown@weu.edu,password,Nathan,Brown,107-50 ARMSTRONG AVE,Cleveland,OH,44101,497-555-6284,student
691,bedwards@weu.edu,password,Brandon,Edwards,7747 BURLWOOD DR,"2,000,120,020",DC,20001,347-555-3420,student
692,hhenderson@weu.edu,password,Harold,Henderson,1216 CRANE ST,Phoenix,AZ,85001,515-555-9959,student
693,dscott@weu.edu,password,Debra,Scott,1455 MISSION BAY DR,Lakes,MN,49734,784-555-5546,student
694,jmorgan@weu.edu,password,Jerry,Morgan,7503 PENA ST,Lakes,MN,49734,790-555-6445,student
695,aphillips@weu.edu,password,Amun,Phillips,6242 ORIZABA AVE,Little_Rock,AR,72201,239-555-9590,student
696,alopez@weu.edu,password,Alexander,Lopez,4135 STONECREST DR,Hastings,NE,68901,685-555-5894,student
697,jjenkins@weu.edu,password,Jennifer,Jenkins,6321 MARSILY ST,none,no,0,434-555-8245,student
698,jross@weu.edu,password,Jeremy,Ross,91-76 AMHERST ST,Wichita,KS,67201,565-555-3032,student
699,kkelly@weu.edu,password,Kelly,Kelly,38-71 AGNON AVE,Nashville,TN,37201,725-555-3969,student
700,esmith@weu.edu,password,Ethan,Smith,8901 BANKS ST,Beaver,WV,25813,765-555-4217,student
701,janderson@weu.edu,password,Janice,Anderson,4496 CALGARY ST,Pinedale,WY,82941,708-555-4582,student
702,dbailey@weu.edu,password,Donald,Bailey,7598 CONSERVATORY DR EAST,Honolulu,HI,96801,656-555-7356,student
703,mhenderson@weu.edu,password,Michael,Henderson,3419 CROAKER CT,Hartford,CT,6101,337-555-6916,student
704,ajohnson@weu.edu,password,Amy,Johnson,340 FAXON AVE,Walhalla,ND,58282,316-555-9458,student
705,ktaylor@weu.edu,password,Kenneth,Taylor,6511 SIMONDS LOOP,Tulsa,OK,74101,329-555-5500,student
706,sward@weu.edu,password,Sharon,Ward,8553 ARBOL LN,Nashville,TN,37201,348-555-4786,student
707,cmorgan@weu.edu,password,Calogero,Morgan,56-39 VICKSBURG ST,Beaver,WV,25813,329-555-9343,student
708,rramirez@weu.edu,password,Ronald,Ramirez,35-72 CADELL PL,Coldwater,MI,49036,407-555-3801,student
709,jphillips@weu.edu,password,Joan,Phillips,84-73 STATES ST,Orlando,FL,32801,519-555-9549,student
710,drivera@weu.edu,password,Donna,Rivera,45-41 BLAIR TER,Camden,SC,29020,674-555-2008,student
711,kmitchell@weu.edu,password,Kelly,Mitchell,52-53 EDINBURGH ST,New_York,NY,10001,237-555-8867,student
712,rjackson@weu.edu,password,Robert,Jackson,2593 SADOWA ST,Dover,DE,19901,133-555-7874,student
713,jgonzales@weu.edu,password,Jeffrey,Gonzales,38-74 RADIO TER,Boston,MA,2101,327-555-3829,student
714,sturner@weu.edu,password,Shlomo,Turner,7547 WASHINGTON BLVD,Miami,FL,33124,543-555-7043,student
715,bking@weu.edu,password,Blessent,King,9066 LOPEZ AVE,Denver,CO,80201,568-555-2072,student
716,gsmith@weu.edu,password,Gregory,Smith,51-77 YERBA BUENA LN,Nashville,TN,37201,440-555-5661,student
717,cbutler@weu.edu,password,Carol,Butler,92-11 SHOUP AVE,none,no,0,608-555-4602,student
718,jjones@weu.edu,password,Jason,Jones,23-81 THORNE WAY,Cleveland,OH,44101,200-555-3684,student
719,nross@weu.edu,password,Nicholas,Ross,7497 MIRAMAR AVE,Oxford,NC,27565,426-555-7707,student
720,pgreen@weu.edu,password,Philip,Green,106-23 MERRIAM LN,Aberdeen,SD,57402,548-555-5562,student
721,swood@weu.edu,password,Sharon,Wood,17-108 HOUSTON ST,Camden,SC,29020,777-555-5502,student
722,aross@weu.edu,password,Arthur,Ross,5651 PINO ALY,Santa_Fe,NM,87500,344-555-6247,student
723,etorres@weu.edu,password,Eric,Torres,33-90 MISSISSIPPI ST,Logan,UT,84321,360-555-7583,student
724,jcarter@weu.edu,password,Jeremy,Carter,6717 FIRST DR EAST,Gaylord,MI,49036,116-555-3198,student
725,dbrooks@weu.edu,password,Diana,Brooks,892 WESTSIDE DR,Camden,SC,29020,545-555-9204,student
726,rhall@weu.edu,password,Roy,Hall,646 CROSS ST,"2,000,120,020",DC,20001,435-555-4411,student
727,bhill@weu.edu,password,Billy,Hill,8856 NAUMAN RD,Pittsburgh,PA,15201,519-555-2237,student
728,pperez@weu.edu,password,Presanna,Perez,7387 PEARL ST,New_York,NY,10001,174-555-5520,student
729,ohughes@weu.edu,password,Olivia,Hughes,31-99 BOARDMAN PL,Camden,SC,29020,351-555-7235,student
730,ajames@weu.edu,password,Alexander,James,75-80 MARCY PL,Miami,FL,33124,443-555-2222,student
731,abell@weu.edu,password,Aaron,Bell,28-80 WRIGHT CT,Denver,CO,80201,670-555-4599,student
